time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-02-10T23:32:42.160Z,34.426,-119.1355,13.25,2.03,ml,37,52,0.01102,0.28,ci,ci40182480,2022-02-10T23:43:19.310Z,"10km ESE of Ojai, CA",earthquake,0.5,1.12,0.136,28,automatic,ci,ci
2022-02-10T23:25:37.130Z,35.7033333,-117.515,3.08,1.06,ml,15,150,0.1243,0.16,ci,ci40182464,2022-02-10T23:29:11.109Z,"12km SW of Searles Valley, CA",earthquake,0.49,1.69,0.089,9,automatic,ci,ci
2022-02-10T23:10:09.310Z,19.1650009155273,-155.468994140625,35.0900001525879,2.22,ml,47,79,,0.100000001,hv,hv72912057,2022-02-10T23:15:39.590Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.49,0.680000007,3.29,13,automatic,hv,hv
2022-02-10T23:06:25.350Z,38.3473333,-113.09,5.86,1.11,md,7,189,0.02174,0.03,uu,uu60481422,2022-02-11T15:54:27.110Z,"8 km SW of Milford, Utah",earthquake,0.81,1.01,0.228,4,reviewed,uu,uu
2022-02-10T23:01:39.680Z,17.891,-66.8813333333333,13.16,1.62,md,5,296,,0.08,pr,pr71334088,2022-02-10T23:57:08.840Z,"9 km SSE of Guánica, Puerto Rico",earthquake,0.72,1.08,0.0609040561035075,5,reviewed,pr,pr
2022-02-10T22:48:08.470Z,19.421667098999,-155.462173461914,1.97000002861023,1.81,ml,34,46,,0.280000001,hv,hv72912027,2022-02-10T22:53:39.650Z,"24 km W of Volcano, Hawaii",earthquake,0.51,2.74000001,0.38,3,automatic,hv,hv
2022-02-10T22:34:18.970Z,39.074,-111.9075,16.65,1.36,md,6,146,0.1797,0.03,uu,uu60029944,2022-02-10T23:14:13.990Z,"8 km NNW of Redmond, Utah",earthquake,0.42,1.52,0.361,4,reviewed,uu,uu
2022-02-10T22:33:58.870Z,39.0705,-111.8636667,16.81,1.55,md,8,120,0.2037,0.18,uu,uu60481402,2022-02-10T23:08:33.680Z,"7 km N of Redmond, Utah",earthquake,0.66,1.65,0.456,6,reviewed,uu,uu
2022-02-10T22:29:42.659Z,61.6349,-149.7409,30.3,1.8,ml,,,,0.88,ak,ak0221w6b2m1,2022-02-10T22:33:18.472Z,"4 km E of Houston, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-10T22:16:57.900Z,61.8317,-149.6424,47.5,1.5,ml,,,,0.44,ak,ak0221w68bha,2022-02-10T22:19:37.063Z,"22 km ENE of Willow, Alaska",earthquake,,1,,,automatic,ak,ak
2022-02-10T22:14:55.970Z,33.6718333,-116.7276667,14.67,1.03,ml,30,85,0.04081,0.18,ci,ci40182384,2022-02-10T22:18:37.994Z,"8km S of Idyllwild, CA",earthquake,0.35,0.45,0.211,27,automatic,ci,ci
2022-02-10T22:04:50.450Z,38.348,-113.0925,6.32,1.76,ml,18,94,0.02089,0.12,uu,uu60481387,2022-02-10T22:28:29.920Z,"8 km SW of Milford, Utah",earthquake,0.39,0.51,0.404,3,reviewed,uu,uu
2022-02-10T21:58:45.740Z,36.9403333,-121.684,10.94,1.45,md,36,56,0.02007,0.11,nc,nc73691056,2022-02-11T20:34:11.838Z,"5km ESE of Interlaken, CA",earthquake,0.24,0.49,0.126,30,reviewed,nc,nc
2022-02-10T21:53:49.100Z,34.03,-117.4545,0.76,1.08,ml,20,109,0.001102,0.37,ci,ci40182360,2022-02-10T21:57:24.350Z,"4km NE of Glen Avon, CA",earthquake,0.85,31.61,0.201,33,automatic,ci,ci
2022-02-10T21:46:22.940Z,35.9535,-117.6521667,3.76,0.98,ml,10,116,0.005773,0.19,ci,ci40182344,2022-02-10T21:50:03.380Z,"23km E of Little Lake, CA",earthquake,0.48,0.58,0.111,9,automatic,ci,ci
2022-02-10T21:43:08.711Z,63.9127,-151.0057,0,1.6,ml,,,,1.17,ak,ak0221w5skec,2022-02-10T21:51:24.407Z,"54 km NE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-02-10T21:37:00.370Z,51.7218333333333,-177.073,4.76,1.47,ml,5,279,,0.09,av,av91485746,2022-02-10T22:17:17.640Z,"34 km WSW of Adak, Alaska",earthquake,0.77,0.55,0.199562727925726,4,reviewed,av,av
2022-02-10T21:36:07.750Z,53.3915,-168.157666666667,2.73,1.01,ml,6,255,,0.26,av,av91049483,2022-02-11T03:40:12.630Z,"68 km NE of Nikolski, Alaska",earthquake,1.47,0.47,0.440350618776134,6,reviewed,av,av
2022-02-10T21:31:01.099Z,31.66640728,-104.4438132,6.260107422,2.5,ml,24,65,0.0486077253,0.3,tx,tx2022cwss,2022-02-11T19:38:27.259Z,"56 km S of Whites City, New Mexico",earthquake,1.580291517,1.224574345,0.1,13,reviewed,tx,tx
2022-02-10T21:25:39.115Z,59.8899,-152.8686,94.9,2.5,ml,,,,0.79,ak,ak0221w5oruy,2022-02-10T21:32:42.509Z,"59 km WNW of Anchor Point, Alaska",earthquake,,1.3,,,automatic,ak,ak
2022-02-10T21:22:53.740Z,38.8129997,-122.8190002,2.82,1.05,md,25,52,0.008958,0.02,nc,nc73691036,2022-02-10T21:38:11.274Z,"7km NW of The Geysers, CA",earthquake,0.21,0.52,0.15,5,automatic,nc,nc
2022-02-10T21:22:44.013Z,62.8261,-150.554,87.4,1.4,ml,,,,0.78,ak,ak0221w5o53l,2022-02-10T21:25:41.496Z,"38 km NNE of Petersville, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-02-10T21:20:07.799Z,11.9187,144.3745,10,4.4,mb,,182,1.729,0.4,us,us7000gjth,2022-02-11T04:33:41.542Z,"152 km SSW of Merizo Village, Guam",earthquake,14,2,0.134,16,reviewed,us,us
2022-02-10T21:01:23.369Z,61.176,-148.5097,36.8,1.4,ml,,,,0.75,ak,ak0221w5jlgw,2022-02-10T21:04:29.495Z,"38 km SE of Knik River, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-02-10T20:44:55.840Z,38.8349991,-122.8001633,2.07,1.15,md,25,60,0.008391,0.03,nc,nc73691006,2022-02-10T23:30:13.947Z,"7km WNW of Cobb, CA",earthquake,0.2,0.42,0.13,4,automatic,nc,nc
2022-02-10T20:41:39.030Z,19.2188339233398,-155.417831420898,31.5699996948242,1.75,ml,33,138,,0.150000006,hv,hv72911917,2022-02-10T20:47:09.470Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.65,1.04999995,4.09,3,automatic,hv,hv
2022-02-10T20:36:09.480Z,35.115,-95.53816667,7.67,1.81,ml,58,54,0.1034796938,0.21,ok,ok2022cwqx,2022-02-10T20:45:04.813Z,"12 km E of Crowder, Oklahoma",earthquake,,0.5,0.2,13,reviewed,ok,ok
2022-02-10T20:31:34.850Z,44.3516667,-114.7833333,6.94,2.35,ml,11,67,0.833,0.22,mb,mb80538139,2022-02-10T20:49:38.020Z,"19 km NE of Stanley, Idaho",earthquake,0.66,1.43,0.119,13,reviewed,mb,mb
2022-02-10T20:23:47.410Z,32.6253333,-116.9798333,-0.36,1.64,ml,29,126,0.04543,0.19,ci,ci40182144,2022-02-11T14:11:34.364Z,"6km SE of Bonita, CA",quarry blast,0.56,31.61,0.139,22,reviewed,ci,ci
2022-02-10T20:18:29.440Z,35.7398333,-117.5546667,10.94,1.15,ml,19,155,0.08337,0.09,ci,ci40182128,2022-02-10T21:13:58.972Z,"14km WSW of Searles Valley, CA",earthquake,0.2,0.31,0.09,8,reviewed,ci,ci
2022-02-10T20:16:27.851Z,2.6308,125.6051,60.27,4.2,mb,,112,2.551,0.88,us,us7000gjsr,2022-02-10T21:29:44.040Z,"144 km NNE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,4.2,10,0.121,19,reviewed,us,us
2022-02-10T20:05:21.790Z,46.489333333333335,-122.58316666666667,-0.75,1.11,ml,11,185,0.06817,0.16,uw,uw61815906,2022-02-11T06:40:26.670Z,"8 km WSW of Mossyrock, Washington",explosion,0.94,31.61,0.057586907717245506,5,reviewed,uw,uw
2022-02-10T20:05:09.900Z,19.2155,-155.406166666667,34.08,3.58,ml,52,148,,0.12,hv,hv72911857,2022-02-11T20:07:07.092Z,"7 km E of Pāhala, Hawaii",earthquake,0.47,0.51,0.173842638801821,44,reviewed,hv,hv
2022-02-10T20:02:45.610Z,19.2056674957275,-155.410003662109,31.9500007629395,2.07,ml,41,152,,0.140000001,hv,hv72911852,2022-02-10T20:13:50.149Z,"7 km E of Pāhala, Hawaii",earthquake,0.74,0.939999998,0.5,3,automatic,hv,hv
2022-02-10T20:01:21.576Z,63.1016,-151.406,4.9,1.9,ml,,,,0.61,ak,ak0221w4y5q2,2022-02-10T20:05:43.803Z,"51 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-02-10T19:55:20.300Z,38.3478333,-113.092,6.09,1.26,md,12,126,0.02108,0.07,uu,uu60481337,2022-02-10T20:18:39.950Z,"8 km SW of Milford, Utah",earthquake,0.4,0.55,0.167,7,reviewed,uu,uu
2022-02-10T19:33:58.900Z,39.4175,-110.3101667,-1.96,1.56,md,7,196,0.01331,0.12,uu,uu60481332,2022-02-10T20:20:46.000Z,"16 km SSE of Sunnyside, Utah",earthquake,0.97,1.02,0.219,7,reviewed,uu,uu
2022-02-10T19:33:28.620Z,31.65363549,-104.556717,7.596923828000001,2.1,ml,15,79,0.05000082611,0.3,tx,tx2022cwov,2022-02-11T20:00:23.919Z,"60 km SSW of Whites City, New Mexico",earthquake,1.75595881,1.412769772,0.2,6,reviewed,tx,tx
2022-02-10T19:25:52.969Z,65.851,-151.0341,5.1,1.8,ml,,,,0.42,ak,ak0221w4hxqz,2022-02-10T19:31:50.505Z,"55 km NW of Rampart, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-02-10T18:44:16.470Z,19.3426,-68.1043,10,4.18,md,29,208,0.8738,0.64,pr,pr2022041000,2022-02-10T20:01:45.279Z,"89 km NNE of Punta Cana, Dominican Republic",earthquake,2.38,31.61,0.08,20,reviewed,pr,pr
2022-02-10T18:03:14.180Z,17.9578333333333,-67.1058333333333,12.05,1.54,md,5,271,,0.18,pr,pr71334083,2022-02-10T21:34:37.250Z,"6 km WSW of La Parguera, Puerto Rico",earthquake,1.29,1.09,0.165309839046852,4,reviewed,pr,pr
2022-02-10T17:57:15.000Z,17.984,-66.8405,15.41,2.45,md,7,187,,0.09,pr,pr71334048,2022-02-10T22:03:48.279Z,"2 km WSW of Indios, Puerto Rico",earthquake,0.45,0.57,0.0710025878220062,5,reviewed,pr,pr
2022-02-10T17:45:46.747Z,31.88140869,-101.7398295,13.6212972,3.4,ml,23,54,0.1093128551,0.2,tx,tx2022cwlh,2022-02-10T18:05:31.842Z,"24 km W of Garden City, Texas",earthquake,0.8204518363,2.251642878,0.1,13,reviewed,tx,tx
2022-02-10T17:44:00.930Z,44.8025,-111.5415,13.52,1.07,ml,11,125,0.084,0.16,mb,mb80538109,2022-02-10T20:56:02.340Z,"28 km W of Hebgen Lake Estates, Montana",earthquake,0.74,0.93,0.136,3,reviewed,mb,mb
2022-02-10T17:42:54.810Z,38.8068352,-122.7738342,1.93,0.99,md,20,76,0.008354,0.04,nc,nc73690956,2022-02-10T19:12:16.392Z,"4km NNW of The Geysers, CA",earthquake,0.26,0.41,0.07,5,automatic,nc,nc
2022-02-10T17:28:58.810Z,33.7151667,-116.8198333,16.73,1.53,ml,47,62,0.08809,0.14,ci,ci40181936,2022-02-11T00:29:47.230Z,"8km ESE of Valle Vista, CA",earthquake,0.16,0.34,0.259,25,reviewed,ci,ci
2022-02-10T17:19:12.380Z,17.9685,-67.0125,10.73,1.32,md,5,185,,0.04,pr,pr71334078,2022-02-10T21:43:54.100Z,"3 km E of La Parguera, Puerto Rico",earthquake,0.49,0.69,0.0905477389818199,5,reviewed,pr,pr
2022-02-10T17:15:36.750Z,46.3238333,-111.6165,-2,1.14,ml,7,171,0.332,0.11,mb,mb80538099,2022-02-10T17:41:53.510Z,"7 km W of Townsend, Montana",quarry blast,1.44,31.61,0.189,2,reviewed,mb,mb
2022-02-10T17:02:01.640Z,17.9436666666667,-67.0985,11.19,2.2,md,8,241,,0.05,pr,pr71334028,2022-02-10T17:55:20.320Z,"6 km WSW of La Parguera, Puerto Rico",earthquake,0.63,0.28,0.169029019352317,8,reviewed,pr,pr
2022-02-10T17:00:12.370Z,34.0265,-117.1906667,10.45,1.07,ml,22,123,0.0656,0.13,ci,ci40181912,2022-02-10T17:40:30.211Z,"3km SSW of Redlands, CA",earthquake,0.22,0.43,0.108,13,reviewed,ci,ci
2022-02-10T16:56:52.840Z,39.4198333,-110.3111667,-1.67,1.89,md,9,196,0.0116,0.13,uu,uu60481312,2022-02-10T17:47:18.260Z,"16 km SSE of Sunnyside, Utah",earthquake,0.64,0.45,0.125,9,reviewed,uu,uu
2022-02-10T16:16:15.825Z,-20.6864,-175.4586,10,4.9,mb,,145,6.792,0.74,us,us7000gjnn,2022-02-10T17:07:13.040Z,"56 km NNW of Nuku‘alofa, Tonga",earthquake,15.8,1.9,0.064,76,reviewed,us,us
2022-02-10T16:13:13.620Z,38.8233337,-122.8036652,2.83,1.09,md,14,83,0.005007,0.01,nc,nc73690941,2022-02-10T16:55:14.517Z,"7km NW of The Geysers, CA",earthquake,0.39,1.05,0.3,3,automatic,nc,nc
2022-02-10T16:11:04.719Z,34.37483333,-96.90833333,27.38,1.37,ml,18,84,0.2537502056,0.32,ok,ok2022cwie,2022-02-11T14:59:35.809Z,"8 km WSW of Mill Creek, Oklahoma",earthquake,,2.5,0.22,16,reviewed,ok,ok
2022-02-10T16:08:17.620Z,35.6931667,-117.5168333,8.22,1.05,ml,19,100,0.1154,0.15,ci,ci40181888,2022-02-10T16:51:46.895Z,"13km SW of Searles Valley, CA",earthquake,0.27,1.1,0.096,9,reviewed,ci,ci
2022-02-10T16:05:20.100Z,36.85033333,-97.78716667,7.8,1.44,ml,53,93,0.05848852256,0.28,ok,ok2022cwhz,2022-02-11T14:50:17.406Z,"6 km NW of Medford, Oklahoma",earthquake,,0.7,0.22,24,reviewed,ok,ok
2022-02-10T16:05:03.910Z,39.4243333,-110.3125,-1.52,2.11,md,11,167,0.009762,0.1,uu,uu60481307,2022-02-10T16:14:26.810Z,"15 km SSE of Sunnyside, Utah",earthquake,0.48,0.22,0.116,9,reviewed,uu,uu
2022-02-10T15:52:18.330Z,19.1768341064453,-155.496826171875,37.25,2.05999994,md,46,87,,0.100000001,hv,hv72911662,2022-02-10T15:55:28.840Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.59,0.790000021,0.230000004,17,automatic,hv,hv
2022-02-10T15:50:26.970Z,33.3466667,-116.3758333,13.09,0.96,ml,28,69,0.02117,0.17,ci,ci40181872,2022-02-10T16:23:40.714Z,"10km N of Borrego Springs, CA",earthquake,0.25,0.54,0.134,10,reviewed,ci,ci
2022-02-10T15:30:22.320Z,37.3343333,-89.567,12.38,1.71,md,16,150,0.08137,0.12,nm,nm60381271,2022-02-10T17:56:32.470Z,"5 km NW of Cape Girardeau, Missouri",earthquake,0.59,0.84,0.081,11,reviewed,nm,nm
2022-02-10T15:24:14.670Z,17.8615,-66.8161666666667,2.29,2.41,md,6,281,,0.35,pr,pr71334018,2022-02-10T16:08:20.440Z,"14 km S of Indios, Puerto Rico",earthquake,1.44,31.61,0.0284028651721429,4,reviewed,pr,pr
2022-02-10T15:03:09.225Z,30.95533634,-103.3844774,3.920678711,2.9,ml,25,63,0.06248859942,0.2,tx,tx2022cwfv,2022-02-10T18:09:03.040Z,"34 km E of Balmorhea, Texas",earthquake,0.7156752954,1.165308509,0.1,9,reviewed,tx,tx
2022-02-10T14:57:05.570Z,45.6241667,-111.7921667,1,1.15,ml,12,66,0.117,0.14,mb,mb80538084,2022-02-10T15:14:40.100Z,"8 km S of Harrison, Montana",earthquake,0.32,1.37,0.05,4,reviewed,mb,mb
2022-02-10T14:46:03.670Z,38.559,-122.6516667,3.61,1.03,md,11,80,0.1698,0.12,nc,nc73690906,2022-02-10T17:07:15.595Z,"7km WSW of Calistoga, CA",earthquake,0.47,5.78,0.13,10,reviewed,nc,nc
2022-02-10T14:44:20.850Z,38.8198318,-122.8001633,3.15,1.48,md,32,31,0.00852,0.03,nc,nc73690896,2022-02-10T15:17:15.889Z,"6km NW of The Geysers, CA",earthquake,0.2,0.37,0.1,10,automatic,nc,nc
2022-02-10T14:24:30.620Z,61.6519,-151.1208,69.36,2.7,ml,,55,0.26,0.38,us,us7000gjna,2022-02-10T15:36:13.040Z,"34 km WNW of Susitna, Alaska",earthquake,4.8,7.2,0.038,93,reviewed,us,us
2022-02-10T14:19:30.580Z,19.2240009307861,-155.369827270508,33.6500015258789,2.05,ml,50,156,,0.119999997,hv,hv72911602,2022-02-10T14:25:00.480Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.53,0.670000017,0.3,4,automatic,hv,hv
2022-02-10T14:17:55.254Z,44.7205,18.5758,10,4.1,mb,,56,0.992,1.01,us,us7000gjn8,2022-02-11T00:14:40.756Z,"7 km E of Srebrenik, Bosnia and Herzegovina",earthquake,4.9,2,0.26,4,reviewed,us,us
2022-02-10T13:26:51.824Z,19.1372,-68.9801,10,3.7,ml,,146,0.84,0.88,us,us7000gjn3,2022-02-10T15:24:11.040Z,"18 km NNE of Miches, Dominican Republic",earthquake,4.6,2,0.053,47,reviewed,us,us
2022-02-10T13:26:42.420Z,19.2868328094482,-155.819000244141,5.28000020980835,1.71000004,md,34,104,,0.310000002,hv,hv72911562,2022-02-10T13:29:59.410Z,"19 km SSE of Honaunau-Napoopoo, Hawaii",earthquake,0.64,1,1.71000004,4,automatic,hv,hv
2022-02-10T13:17:13.500Z,19.1788330078125,-155.469665527344,36.9000015258789,1.96,ml,35,149,,0.200000003,hv,hv72911552,2022-02-10T13:22:46.530Z,"2 km SSE of Pāhala, Hawaii",earthquake,0.67,0.819999993,4.1,3,automatic,hv,hv
2022-02-10T13:17:08.440Z,19.1548328399658,-155.477005004883,33.1100006103516,1.96,ml,41,164,,0.140000001,hv,hv72911547,2022-02-10T13:22:39.540Z,"5 km S of Pāhala, Hawaii",earthquake,0.58,0.949999988,4.12,3,automatic,hv,hv
2022-02-10T13:07:04.580Z,36.0418333,-120.1608333,6.69,2.23,md,53,54,0.111,0.07,nc,nc73690886,2022-02-10T21:47:17.322Z,"5km NW of Avenal, CA",earthquake,0.23,0.39,0.147,66,reviewed,nc,nc
2022-02-10T13:03:34.480Z,38.565,-112.2221667,-0.99,2.22,ml,21,62,0.06169,0.18,uu,uu60481297,2022-02-10T14:28:19.570Z,"6 km S of Joseph, Utah",earthquake,0.5,0.78,0.111,15,reviewed,uu,uu
2022-02-10T12:57:43.850Z,19.1808338165283,-155.486663818359,32.4700012207031,1.88999999,md,40,84,,0.119999997,hv,hv72911542,2022-02-10T13:00:51.250Z,"2 km SSW of Pāhala, Hawaii",earthquake,0.57,0.930000007,0.129999995,5,automatic,hv,hv
2022-02-10T12:47:15.320Z,36.041,-120.1598333,5.71,1.27,md,24,105,0.1116,0.07,nc,nc73690881,2022-02-10T21:18:12.166Z,"5km NW of Avenal, CA",earthquake,0.42,0.63,0.083,10,reviewed,nc,nc
2022-02-10T12:30:15.740Z,19.1609992980957,-155.492828369141,33.9300003051758,1.90999997,md,37,117,,0.119999997,hv,hv72911522,2022-02-10T12:33:35.960Z,"4 km SSW of Pāhala, Hawaii",earthquake,0.56,0.75999999,0.340000004,9,automatic,hv,hv
2022-02-10T12:29:56.240Z,18.0085,-66.7501666666667,11.02,2.35,md,16,136,,0.16,pr,pr71333988,2022-02-10T14:16:29.880Z,"2 km ESE of Magas Arriba, Puerto Rico",earthquake,0.39,0.35,0.366441955060115,14,reviewed,pr,pr
2022-02-10T11:53:53.538Z,53.0666,-166.6516,5.09,4.3,mb,,100,0.741,1.17,us,us7000gjmq,2022-02-10T12:30:28.040Z,"90 km S of Unalaska, Alaska",earthquake,4.2,5.8,0.095,31,reviewed,us,us
2022-02-10T11:45:55.110Z,39.416,-110.2823333,-3.36,1.65,ml,10,205,0.0341,0.21,uu,uu60481292,2022-02-10T15:03:14.450Z,"17 km SSE of Sunnyside, Utah",earthquake,1.51,3.19,0.024,2,reviewed,uu,uu
2022-02-10T11:40:04.680Z,17.9561666666667,-66.8826666666667,10.23,2.29,md,10,208,,0.08,pr,pr71333983,2022-02-10T13:40:39.150Z,"2 km SSE of Maria Antonia, Puerto Rico",earthquake,0.57,0.33,0.0583414856998559,6,reviewed,pr,pr
2022-02-10T11:25:59.380Z,19.1996669769287,-155.435836791992,31.7700004577637,2.23,ml,47,137,,0.119999997,hv,hv72911452,2022-02-10T11:31:30.090Z,"4 km E of Pāhala, Hawaii",earthquake,0.44,0.610000014,0.23,3,automatic,hv,hv
2022-02-10T10:56:38.458Z,38.1261,-117.9889,2,1.1,ml,13,143.07,0.027,0.0889,nn,nn00833631,2022-02-11T02:39:07.359Z,"31 km SSE of Mina, Nevada",earthquake,,1.2,0.51,4,reviewed,nn,nn
2022-02-10T10:52:46.840Z,36.6975,-97.68316667,5.47,1.03,ml,63,49,0.2087590344,0.25,ok,ok2022cvxr,2022-02-11T14:42:48.759Z,"9 km ESE of Jefferson, Oklahoma",earthquake,,0.7,0.25,23,reviewed,ok,ok
2022-02-10T10:40:07.996Z,38.1388,-117.9804,10,1,ml,14,136.32,0.017,0.1319,nn,nn00833629,2022-02-11T02:39:06.441Z,"30 km SSE of Mina, Nevada",earthquake,,1.1,0.59,6,reviewed,nn,nn
2022-02-10T10:39:02.840Z,17.9396666666667,-66.8601666666667,12.22,1.8,md,8,205,,0.2,pr,pr71333973,2022-02-10T11:24:50.720Z,"5 km SE of Maria Antonia, Puerto Rico",earthquake,1.27,0.74,0.119634224485375,6,reviewed,pr,pr
2022-02-10T10:38:25.090Z,19.2339992523193,-155.393829345703,32.9000015258789,2,md,42,142,,0.129999995,hv,hv72911432,2022-02-10T10:41:37.410Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.57,0.540000021,0.300000012,11,automatic,hv,hv
2022-02-10T10:27:32.823Z,-10.4293,-13.0708,10,5.5,mww,,40,2.788,0.89,us,us7000gjme,2022-02-11T10:30:28.858Z,"Ascension Island region",earthquake,10.2,1.8,0.059,28,reviewed,us,us
2022-02-10T10:15:33.090Z,19.4003333333333,-155.629333333333,0.07,1.79,md,16,111,,0.17,hv,hv72911417,2022-02-11T21:17:41.470Z,"25 km ESE of Honaunau-Napoopoo, Hawaii",earthquake,0.36,0.3,0.207137268215559,7,reviewed,hv,hv
2022-02-10T10:13:23.560Z,36.2301667,-89.4411667,7.68,1.8,md,24,44,0.01679,0.06,nm,nm60381261,2022-02-10T13:57:38.870Z,"5 km SE of Ridgely, Tennessee",earthquake,0.16,0.35,0.06,17,reviewed,nm,nm
2022-02-10T10:04:04.370Z,17.9465,-66.8111666666667,13.78,2.36,md,6,217,,0.05,pr,pr71333968,2022-02-10T11:38:29.880Z,"5 km S of Indios, Puerto Rico",earthquake,1,0.38,0.105064248621308,4,reviewed,pr,pr
2022-02-10T09:47:19.772Z,-20.3017,-174.4717,46.12,4.9,mb,,102,6.857,1.1,us,us7000gjma,2022-02-10T10:13:21.040Z,"55 km SSW of Pangai, Tonga",earthquake,6.2,8.9,0.092,37,reviewed,us,us
2022-02-10T09:41:58.020Z,38.8213348,-122.7958298,2.9,1.23,md,19,60,0.01132,0.02,nc,nc73690851,2022-02-10T10:26:11.220Z,"6km NW of The Geysers, CA",earthquake,0.27,0.63,0.28,3,automatic,nc,nc
2022-02-10T09:38:32.883Z,23.9793,122.2855,22.31,4.6,mb,,58,0.66,0.67,us,us7000gjm9,2022-02-11T06:14:33.792Z,"69 km E of Hualien City, Taiwan",earthquake,2.1,5.4,0.1,30,reviewed,us,us
2022-02-10T09:01:51.690Z,19.2614994049072,-155.40283203125,32.4500007629395,1.85000002,md,44,124,,0.109999999,hv,hv72911362,2022-02-10T09:05:23.800Z,"10 km NE of Pāhala, Hawaii",earthquake,0.5,0.699999988,1.88999999,4,automatic,hv,hv
2022-02-10T09:01:15.010Z,36.0053333,-117.9228333,2.76,1.51,ml,28,40,0.02641,0.1,ci,ci40181736,2022-02-10T16:11:49.634Z,"5km SSE of Coso Junction, CA",earthquake,0.13,0.31,0.179,15,reviewed,ci,ci
2022-02-10T08:54:14.760Z,36.4458333,-92.6998333,2.46,2.01,md,11,71,0.1499,0.11,nm,nm60145543,2022-02-12T04:52:30.414Z,"Missouri-Arkansas border region",earthquake,0.37,9.46,0.14,10,reviewed,nm,nm
2022-02-10T08:46:48.960Z,41.522,-109.8156667,-0.69,1.58,md,9,99,0.08059,0.19,uu,uu60481287,2022-02-10T15:24:23.760Z,"4 km ESE of Little America, Wyoming",earthquake,0.56,1.83,0.119,3,reviewed,uu,uu
2022-02-10T08:45:03.060Z,39.8048,72.9561,10,4.3,mb,,103,0.945,0.88,us,us7000gjm3,2022-02-10T09:22:33.040Z,"58 km SSE of Nookat, Kyrgyzstan",earthquake,5.1,1.9,0.099,33,reviewed,us,us
2022-02-10T08:34:05.060Z,19.2526664733887,-155.40266418457,32.5,1.99,ml,50,129,,0.129999995,hv,hv72911317,2022-02-10T08:39:36.110Z,"9 km NE of Pāhala, Hawaii",earthquake,0.44,0.730000019,2.88,6,automatic,hv,hv
2022-02-10T08:19:59.912Z,39.3865,-119.1895,13,1.9,ml,25,88.58,0.358,0.1574,nn,nn00833624,2022-02-11T02:39:04.465Z,"4 km SE of Silver Springs, Nevada",earthquake,,1.4,0.23,14,reviewed,nn,nn
2022-02-10T08:01:27.570Z,19.1940002441406,-155.392669677734,30.0300006866455,2.00999999,md,46,162,,0.140000001,hv,hv72911287,2022-02-10T08:06:57.230Z,"9 km E of Pāhala, Hawaii",earthquake,0.66,0.819999993,0.800000012,11,automatic,hv,hv
2022-02-10T07:48:29.410Z,36.85133333,-97.78933333,8.03,1.16,ml,69,95,0.05668887571,0.25,ok,ok2022cvrp,2022-02-11T14:26:08.715Z,"6 km NW of Medford, Oklahoma",earthquake,,1,0.24,27,reviewed,ok,ok
2022-02-10T07:44:38.200Z,19.2161674499512,-155.397994995117,33.0200004577637,2.3,ml,50,152,,0.129999995,hv,hv72911257,2022-02-10T07:56:34.040Z,"8 km E of Pāhala, Hawaii",earthquake,0.48,0.680000007,2.74,20,automatic,hv,hv
2022-02-10T07:44:25.910Z,47.961166666666664,-122.49383333333333,18.52,1.36,ml,28,72,0.05453,0.2,uw,uw61815891,2022-02-10T18:50:31.180Z,"5 km SSE of Freeland, Washington",earthquake,0.37,0.57,0.11463535940166891,6,reviewed,uw,uw
2022-02-10T07:28:56.760Z,17.9113333333333,-66.8755,7.43,2.28,md,8,231,,0.14,pr,pr71333963,2022-02-10T07:44:38.530Z,"7 km SSE of Guánica, Puerto Rico",earthquake,0.71,0.31,0.074020486711567,6,reviewed,pr,pr
2022-02-10T07:23:26.110Z,38.7915001,-122.7591629,1.77,1.91,md,9,117,0.009122,0.03,nc,nc73690836,2022-02-10T09:45:11.952Z,"2km N of The Geysers, CA",earthquake,0.4,0.75,,1,automatic,nc,nc
2022-02-10T07:16:42.980Z,17.9073333333333,-66.8261666666667,16.98,2.49,md,9,230,,0.19,pr,pr71333958,2022-02-10T07:42:36.600Z,"9 km S of Indios, Puerto Rico",earthquake,0.89,0.82,0.0884201239799784,7,reviewed,pr,pr
2022-02-10T07:14:41.067Z,37.045,71.2959,110.6,4,mb,,63,0.581,0.77,us,us7000gjkl,2022-02-10T08:17:03.040Z,"Hindu Kush region, Afghanistan",earthquake,7.3,6.2,0.172,12,reviewed,us,us
