time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-02-08T21:27:12.390Z,32.9446667,-116.2718333,12.24,1.07,ml,30,80,0.02831,0.18,ci,ci40180344,2022-02-08T21:43:33.497Z,"26km SSW of Ocotillo Wells, CA",earthquake,0.23,0.41,0.221,13,reviewed,ci,ci
2022-02-08T21:22:21.680Z,38.1141667,-122.1741667,-0.12,1.27,md,10,135,0.02149,0.06,nc,nc73690111,2022-02-08T21:36:39.321Z,"5km E of Vallejo, CA",quarry blast,0.46,31.61,0.12,13,reviewed,nc,nc
2022-02-08T21:06:35.510Z,36.8888333,-121.614,2.03,1.5,md,27,67,0.0182,0.09,nc,nc73690101,2022-02-09T05:34:19.456Z,"3km E of Aromas, CA",earthquake,0.21,0.39,0.214,24,reviewed,nc,nc
2022-02-08T20:36:56.540Z,43.1008333,-111.2276667,3.3,2.19,ml,15,159,0.436,0.36,mb,mb80537994,2022-02-10T16:03:07.000Z,"18 km WSW of Alpine Northwest, Wyoming",earthquake,1.3,7.3,0.232,17,reviewed,mb,mb
2022-02-08T20:34:10.420Z,35.047,-118.3258333,-0.82,1.28,ml,23,88,0.05773,0.13,ci,ci40180328,2022-02-08T21:21:29.236Z,"14km W of Mojave, CA",quarry blast,0.33,31.61,0.173,15,reviewed,ci,ci
2022-02-08T20:18:35.490Z,17.8811666666667,-66.861,11.33,2.57,md,19,208,,0.08,pr,pr71333628,2022-02-08T20:54:13.570Z,"11 km SSE of Maria Antonia, Puerto Rico",earthquake,0.52,0.38,0.327797300693252,11,reviewed,pr,pr
2022-02-08T20:17:38.682Z,60.0122,-152.1901,16.6,1.8,ml,,,,1.12,ak,ak0221styx1z,2022-02-08T20:28:02.456Z,"26 km WNW of Happy Valley, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-08T20:12:45.000Z,39.4218333,-110.3041667,-2.54,1.69,md,6,197,0.01637,0.12,uu,uu60480992,2022-02-09T15:35:12.580Z,"16 km SSE of Sunnyside, Utah",earthquake,1.36,3.09,0.382,6,reviewed,uu,uu
2022-02-08T20:06:35.200Z,19.179666519165,-155.46549987793,34.7599983215332,2.03999996,md,38,106,,0.119999997,hv,hv72909022,2022-02-08T20:09:50.630Z,"2 km SSE of Pāhala, Hawaii",earthquake,0.69,0.930000007,0.360000014,9,automatic,hv,hv
2022-02-08T19:57:13.060Z,17.9045,-66.9553333333333,8.89,2.33,md,15,238,,0.12,pr,pr71333613,2022-02-08T20:09:39.880Z,"8 km SW of Guánica, Puerto Rico",earthquake,0.58,0.88,0.0953373168319622,6,reviewed,pr,pr
2022-02-08T19:54:46.560Z,39.4211667,-110.3143333,-1.69,2.22,md,12,167,0.008839,0.16,uu,uu60480987,2022-02-08T20:47:46.940Z,"15 km SSE of Sunnyside, Utah",earthquake,0.66,0.35,0.344,9,reviewed,uu,uu
2022-02-08T19:49:56.270Z,17.9498333333333,-66.9748333333333,11.08,1.77,md,5,213,,0.05,pr,pr71333598,2022-02-08T20:14:35.720Z,"7 km WSW of Guánica, Puerto Rico",earthquake,0.66,0.93,0.100990092805354,5,reviewed,pr,pr
2022-02-08T19:48:18.387Z,84.1597,108.2265,10,4.5,mb,,82,13.139,0.5,us,us7000gj6c,2022-02-10T18:51:33.040Z,"north of Severnaya Zemlya",earthquake,10.9,1.9,0.054,104,reviewed,us,us
2022-02-08T19:39:39.680Z,46.611333333333334,-121.748,9.33,1.33,ml,35,78,0.1408,0.15,uw,uw61815646,2022-02-09T01:15:32.510Z,"5 km W of Packwood, Washington",earthquake,0.25,1.01,0.18188862003251716,16,reviewed,uw,uw
2022-02-08T19:39:11.732Z,60.1535,-151.0318,53.5,2.7,ml,,,,0.72,ak,ak0221sti5jq,2022-02-10T19:35:02.040Z,"21 km ESE of Clam Gulch, Alaska",earthquake,,1.6,,,automatic,ak,ak
2022-02-08T19:30:06.286Z,31.11109842,-103.2431911,2.455322266,2.8,ml,24,60,0.01584192554,0.2,tx,tx2022csxs,2022-02-09T08:43:29.612Z,"22 km SW of Coyanosa, Texas",earthquake,1.523888752,0.8513487074,0.1,14,reviewed,tx,tx
2022-02-08T19:18:01.740Z,19.1863333333333,-155.395166666667,31.6,1.58,md,36,186,,0.11,hv,hv72908962,2022-02-08T21:12:53.760Z,"8 km ESE of Pāhala, Hawaii",earthquake,0.47,0.59,0.100925705717861,19,reviewed,hv,hv
2022-02-08T19:16:32.080Z,18.0211666666667,-66.8945,14.78,2.5,md,8,89,,0.21,pr,pr71333593,2022-02-08T20:41:15.830Z,"2 km SSE of Lluveras, Puerto Rico",earthquake,0.61,0.96,0.0397960856016129,5,reviewed,pr,pr
2022-02-08T19:14:55.490Z,35.8266667,-117.649,10.45,1.12,ml,15,85,0.04324,0.2,ci,ci40180280,2022-02-08T19:19:34.837Z,"23km N of Ridgecrest, CA",earthquake,0.48,0.85,0.155,12,reviewed,ci,ci
2022-02-08T18:50:20.010Z,39.422,-110.3131667,-1.46,1.66,md,7,194,0.009478,0.06,uu,uu60480982,2022-02-08T19:10:49.370Z,"15 km SSE of Sunnyside, Utah",earthquake,0.69,0.38,0.119,7,reviewed,uu,uu
2022-02-08T18:44:43.910Z,59.904,-152.5754,74.9,1.6,ml,,,,0.42,ak,ak0221ssxv1j,2022-02-08T18:47:21.210Z,"44 km WNW of Anchor Point, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-02-08T18:36:30.477Z,62.3046,-150.2118,15.4,1.2,ml,,,,0.41,ak,ak0221ssw49z,2022-02-08T18:39:40.441Z,"1 km SE of Trapper Creek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-08T18:30:20.230Z,17.9236666666667,-66.8543333333333,16.77,2.26,md,6,222,,0.08,pr,pr71333588,2022-02-08T19:57:12.270Z,"7 km SSE of Maria Antonia, Puerto Rico",earthquake,0.72,0.56,0.0852659556162831,5,reviewed,pr,pr
2022-02-08T18:16:29.624Z,26.8591,126.3898,10,4.2,mb,,49,1.682,0.97,us,us7000gj5m,2022-02-10T20:37:30.040Z,"147 km WNW of Naha, Japan",earthquake,7.1,1.9,0.125,20,reviewed,us,us
2022-02-08T18:11:47.500Z,17.9496666666667,-66.9736666666667,11.65,2.14,md,8,212,,0.05,pr,pr71333583,2022-02-08T19:51:36.910Z,"7 km WSW of Guánica, Puerto Rico",earthquake,0.47,0.35,0.121097171063667,7,reviewed,pr,pr
2022-02-08T18:06:07.434Z,26.8623,126.5805,10,4.3,mb,,67,1.511,0.8,us,us7000gj5e,2022-02-10T20:48:08.040Z,"131 km WNW of Naha, Japan",earthquake,5.6,1.5,0.111,28,reviewed,us,us
2022-02-08T18:05:59.000Z,17.9048333333333,-66.956,7.87,2.59,md,23,238,,0.12,pr,pr71333578,2022-02-08T18:22:57.570Z,"8 km SW of Guánica, Puerto Rico",earthquake,0.55,0.2,0.346656759192891,13,reviewed,pr,pr
2022-02-08T18:00:47.890Z,35.90683333,-95.1735,0,1.7,ml,44,129,0.5021014706,0.4,ok,ok2022csuu,2022-02-09T14:35:47.065Z,"4 km SW of Hulbert, Oklahoma",quarry blast,,0.4,0.28,4,reviewed,ok,ok
2022-02-08T17:53:51.180Z,34.4173333,-116.4836667,7.41,1.34,ml,33,51,0.1182,0.1,ci,ci40180192,2022-02-08T19:41:08.438Z,"34km N of Yucca Valley, CA",earthquake,0.14,0.43,0.106,25,reviewed,ci,ci
2022-02-08T17:36:31.660Z,18.6826666666667,-66.5733333333333,27.6,2.61,md,6,263,,0.14,pr,pr71333568,2022-02-08T19:31:36.640Z,"25 km N of Garrochales, Puerto Rico",earthquake,1.25,2.82,0.153148581453867,4,reviewed,pr,pr
2022-02-08T17:32:56.140Z,39.4178333,-110.3018333,-2.49,1.89,md,11,199,0.01908,0.15,uu,uu60480967,2022-02-08T17:47:42.150Z,"16 km SSE of Sunnyside, Utah",earthquake,0.6,1.37,0.156,9,reviewed,uu,uu
2022-02-08T17:16:38.562Z,-25.0545,179.7886,560.52,4.4,mb,,190,4.661,0.62,us,us7000gj55,2022-02-10T20:56:31.040Z,"south of the Fiji Islands",earthquake,16.4,13,0.11,28,reviewed,us,us
2022-02-08T17:08:53.500Z,19.2018337249756,-155.373992919922,30.0599994659424,2.04999995,md,42,172,,0.159999996,hv,hv72908862,2022-02-08T17:12:15.900Z,"11 km E of Pāhala, Hawaii",earthquake,0.69,0.879999995,0.899999976,19,automatic,hv,hv
2022-02-08T17:04:57.991Z,26.8875,126.3687,23.39,4.3,mb,,62,1.701,0.64,us,us7000gj4z,2022-02-10T15:39:59.040Z,"150 km WNW of Naha, Japan",earthquake,7.2,5.9,0.113,26,reviewed,us,us
2022-02-08T17:04:44.060Z,36.20516667,-95.90133333,0,1.29,ml,39,230,0.307739611,0.44,ok,ok2022cssx,2022-02-08T17:12:46.460Z,"7 km ESE of Turley, Oklahoma",quarry blast,,0.9,0.23,18,reviewed,ok,ok
2022-02-08T17:02:46.780Z,19.19700050354,-155.363998413086,32.2099990844727,1.99000001,md,41,177,,0.140000001,hv,hv72908857,2022-02-08T17:05:57.840Z,"12 km E of Pāhala, Hawaii",earthquake,0.68,0.850000024,1.03999996,11,automatic,hv,hv
2022-02-08T17:00:35.570Z,35.6911667,-117.5535,3.74,1.04,ml,22,90,0.09773,0.14,ci,ci40180144,2022-02-08T19:34:54.247Z,"14km NE of Ridgecrest, CA",earthquake,0.19,0.61,0.165,10,reviewed,ci,ci
2022-02-08T16:59:30.280Z,34.3385,-116.8461667,-1.41,1.32,ml,36,53,0.01816,0.14,ci,ci40180136,2022-02-08T19:25:34.090Z,"9km N of Big Bear City, CA",quarry blast,0.24,31.61,0.123,29,reviewed,ci,ci
2022-02-08T16:51:41.170Z,19.1876659393311,-155.391998291016,32.689998626709,2.01999998,md,40,173,,0.109999999,hv,hv72908847,2022-02-08T16:54:49.800Z,"9 km E of Pāhala, Hawaii",earthquake,0.75,0.779999971,1.63,10,automatic,hv,hv
2022-02-08T16:36:31.756Z,26.8185,126.548,10,5.6,mww,,51,1.541,0.66,us,us7000gj4q,2022-02-09T20:16:11.040Z,"131 km WNW of Naha, Japan",earthquake,6,1.8,0.043,51,reviewed,us,us
2022-02-08T16:21:17.000Z,36.015,-120.5775,3.37,1.18,md,26,114,0.03362,0.06,nc,nc73690071,2022-02-09T05:15:20.319Z,"18km NW of Parkfield, CA",earthquake,0.25,0.38,0.259,11,reviewed,nc,nc
2022-02-08T16:03:56.748Z,26.7201,126.5916,10,4.3,mb,,70,1.507,0.67,us,us7000gj3z,2022-02-08T17:02:29.040Z,"122 km WNW of Naha, Japan",earthquake,8.3,1.9,0.267,6,reviewed,us,us
2022-02-08T16:03:33.190Z,39.421,-110.3141667,-1.38,1.94,md,10,194,0.009017,0.1,uu,uu60480962,2022-02-08T16:23:02.990Z,"15 km SSE of Sunnyside, Utah",earthquake,0.5,0.19,0.193,8,reviewed,uu,uu
2022-02-08T15:51:32.530Z,19.1534996032715,-155.448837280273,32.9000015258789,1.91999996,md,37,172,,0.119999997,hv,hv72908797,2022-02-08T15:54:48.230Z,"6 km SSE of Pāhala, Hawaii",earthquake,0.61,0.829999983,1.38,6,automatic,hv,hv
2022-02-08T15:49:09.610Z,19.2283325195312,-155.393173217773,33.5999984741211,1.94000006,md,36,151,,0.119999997,hv,hv72908792,2022-02-08T15:52:28.120Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.67,0.910000026,0.959999979,3,automatic,hv,hv
2022-02-08T15:45:18.670Z,36.8415,-121.5753333,6.61,1.23,md,23,85,0.02094,0.1,nc,nc73690051,2022-02-08T20:47:30.266Z,"3km W of San Juan Bautista, CA",earthquake,0.32,0.56,0.167,18,reviewed,nc,nc
2022-02-08T15:44:15.000Z,36.843,-121.5781667,6.03,1.22,md,25,70,0.04283,0.1,nc,nc73690046,2022-02-08T21:27:20.473Z,"4km W of San Juan Bautista, CA",earthquake,0.28,0.44,0.206,19,reviewed,nc,nc
2022-02-08T15:38:22.330Z,34.0871667,-118.2895,7.97,2.59,ml,94,19,0.03217,0.2,ci,ci40180104,2022-02-11T01:03:33.810Z,"2km WSW of Silver Lake, CA",earthquake,0.12,0.32,0.19,150,reviewed,ci,ci
2022-02-08T15:23:25.450Z,44.576,-110.376,2.88,1.09,md,15,96,0.02412,0.09,uu,uu60480957,2022-02-08T16:14:17.230Z,"51 km SSE of Mammoth, Wyoming",earthquake,0.22,0.55,0.302,12,reviewed,uu,uu
2022-02-08T15:03:26.060Z,19.2076666666667,-155.388666666667,29.75,1.53,md,13,241,,0.09,hv,hv72908767,2022-02-08T18:45:20.240Z,"9 km E of Pāhala, Hawaii",earthquake,0.85,0.94,0.0792692129776635,7,reviewed,hv,hv
2022-02-08T14:56:35.820Z,38.8313332,-122.8051682,1.67,1.06,md,19,44,0.008804,0.02,nc,nc73690031,2022-02-08T16:10:16.501Z,"7km W of Cobb, CA",earthquake,0.2,0.42,0.36,3,automatic,nc,nc
2022-02-08T14:54:35.479Z,58.6245,-153.4244,48.2,2.3,ml,,,,0.73,ak,ak0221sqm94r,2022-02-08T15:03:23.980Z,"69 km NNW of Aleneva, Alaska",earthquake,,3.8,,,automatic,ak,ak
2022-02-08T14:40:00.740Z,35.6341667,-90.418,5.22,1.47,md,13,91,0.03656,0.46,nm,nm60381101,2022-02-08T18:00:00.980Z,"8 km WNW of Lepanto, Arkansas",earthquake,0.73,2.01,0.054,7,reviewed,nm,nm
2022-02-08T14:37:39.684Z,62.9508,-150.8657,100.1,1.8,ml,,,,0.33,ak,ak0221sqima8,2022-02-08T14:41:21.436Z,"50 km N of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-02-08T14:34:34.850Z,48.2475,-120.88216666666666,8.89,1.6,md,7,131,0.2147,0.3,uw,uw61815601,2022-02-08T19:08:19.470Z,"52 km SE of Marblemount, Washington",earthquake,0.67,18.96,0.2249601407658448,4,reviewed,uw,uw
2022-02-08T14:19:24.525Z,62.9891,-151.3311,24.4,2.3,ml,,,,1.03,ak,ak0221sqeq6v,2022-02-08T14:23:09.534Z,"62 km NNW of Petersville, Alaska",earthquake,,2.1,,,automatic,ak,ak
2022-02-08T14:10:44.050Z,35.8626667,-117.6611667,9.66,1.05,ml,22,51,0.06977,0.13,ci,ci40180048,2022-02-08T18:13:26.045Z,"24km ESE of Little Lake, CA",earthquake,0.19,0.42,0.111,12,reviewed,ci,ci
2022-02-08T14:01:12.300Z,35.9488333,-117.6693333,5.25,0.97,ml,15,83,0.01541,0.08,ci,ci40180040,2022-02-08T14:39:41.579Z,"21km E of Little Lake, CA",earthquake,0.17,0.36,0.154,12,reviewed,ci,ci
2022-02-08T13:48:57.967Z,60.3678,-143.7668,17.4,1.9,ml,,,,0.7,ak,ak0221spzkym,2022-02-08T13:54:26.443Z,"111 km E of Cordova, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-08T13:34:35.560Z,36.28433333,-98.22266667,8.07,1.89,ml,85,46,0.05668887571,0.21,ok,ok2022cslz,2022-02-08T16:04:53.705Z,"5 km NW of Ames, Oklahoma",earthquake,,1.4,0.24,34,reviewed,ok,ok
2022-02-08T13:26:48.180Z,35.2925,-118.628,6.41,1.21,ml,21,96,0.07893,0.16,ci,ci40180008,2022-02-08T18:06:23.714Z,"20km ENE of Arvin, CA",earthquake,0.22,0.69,0.155,14,reviewed,ci,ci
2022-02-08T13:17:26.685Z,60.5979,-152.0342,76.4,1.5,ml,,,,0.6,ak,ak0221spsvc2,2022-02-08T13:22:03.077Z,"39 km W of Salamatof, Alaska",earthquake,,1.7,,,automatic,ak,ak
2022-02-08T13:14:57.500Z,36.8373333,-121.5826667,7.33,2.85,md,85,27,0.03779,0.17,nc,nc73690016,2022-02-11T05:02:31.038Z,"4km WSW of San Juan Bautista, CA",earthquake,0.18,0.33,0.163,128,reviewed,nc,nc
2022-02-08T13:08:24.950Z,35.6585,-117.5195,6.4,1.8,ml,25,82,0.08568,0.2,ci,ci40180000,2022-02-08T14:40:52.586Z,"15km ENE of Ridgecrest, CA",earthquake,0.34,1.13,0.234,26,reviewed,ci,ci
2022-02-08T13:06:15.800Z,35.6601667,-117.5283333,4.59,1.11,ml,19,87,0.09114,0.18,ci,ci37389420,2022-02-08T17:58:05.965Z,"14km ENE of Ridgecrest, CA",earthquake,0.27,0.73,0.087,8,reviewed,ci,ci
2022-02-08T13:06:08.380Z,35.6571667,-117.5173333,8.85,1.38,ml,27,91,0.0836,0.15,ci,ci40179992,2022-02-08T17:53:17.445Z,"15km ENE of Ridgecrest, CA",earthquake,0.22,0.69,0.175,14,reviewed,ci,ci
2022-02-08T13:02:51.040Z,33.9911667,-118.3496667,11.66,1.52,ml,52,41,0.01003,0.19,ci,ci40179984,2022-02-09T04:46:24.275Z,"0km SSW of View Park-Windsor Hills, CA",earthquake,0.18,0.32,0.229,36,reviewed,ci,ci
2022-02-08T13:01:00.019Z,-6.4185,150.2296,10,4.7,mb,,120,11.326,0.64,us,us7000gj2p,2022-02-08T14:29:51.040Z,"79 km ESE of Kandrian, Papua New Guinea",earthquake,9.5,1.8,0.106,29,reviewed,us,us
2022-02-08T13:00:02.010Z,33.5345,-115.8851667,8.83,1.23,ml,48,51,0.05161,0.17,ci,ci40179976,2022-02-08T17:31:30.772Z,"5km E of North Shore, CA",earthquake,0.18,0.45,0.136,32,reviewed,ci,ci
2022-02-08T12:57:34.630Z,35.6588333,-117.5231667,6.83,0.98,ml,21,88,0.08762,0.16,ci,ci37389404,2022-02-08T19:53:35.183Z,"14km ENE of Ridgecrest, CA",earthquake,0.24,0.89,0.175,9,reviewed,ci,ci
2022-02-08T12:56:59.140Z,35.6581667,-117.5255,7,1.09,ml,20,147,0.08817,0.13,ci,ci40179968,2022-02-08T17:18:10.396Z,"14km ENE of Ridgecrest, CA",earthquake,0.24,0.58,0.2,8,reviewed,ci,ci
2022-02-08T12:53:44.580Z,35.677,-117.4166667,6.09,1.76,ml,23,128,0.09762,0.18,ci,ci40179960,2022-02-08T14:42:24.595Z,"10km S of Searles Valley, CA",earthquake,0.38,1.16,0.166,27,reviewed,ci,ci
2022-02-08T12:51:19.280Z,17.9803333333333,-66.93,11.65,2.26,md,6,169,,0.09,pr,pr71333548,2022-02-08T13:12:15.270Z,"Puerto Rico region",earthquake,0.72,1.18,0.0276155147000163,2,reviewed,pr,pr
2022-02-08T12:45:13.940Z,36.0081667,-117.8003333,1.37,1.1,ml,20,68,0.02654,0.13,ci,ci40179944,2022-02-08T17:49:59.162Z,"12km NE of Little Lake, CA",earthquake,0.17,0.18,0.272,10,reviewed,ci,ci
2022-02-08T12:40:55.789Z,61.3873,-149.8369,32.1,1.4,ml,,,,0.6,ak,ak0221spcfgq,2022-02-08T12:45:09.124Z,"8 km ENE of Point MacKenzie, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-02-08T12:39:22.860Z,37.9065,-118.6675,10.04,2.16,md,27,101,0.2558,0.07,nc,nc73689996,2022-02-09T02:37:17.365Z,"38km N of Toms Place, CA",earthquake,0.31,1.47,0.179,26,reviewed,nc,nc
2022-02-08T12:34:28.220Z,35.6603333,-117.5231667,6.8,1.64,ml,21,96,0.08885,0.15,ci,ci40179936,2022-02-08T14:42:28.596Z,"14km ENE of Ridgecrest, CA",earthquake,0.28,0.8,0.203,23,reviewed,ci,ci
2022-02-08T12:32:03.770Z,34.9336667,-116.691,1.96,1.41,ml,27,43,0.1455,0.16,ci,ci40179928,2022-02-08T17:41:53.832Z,"30km E of Barstow, CA",earthquake,0.15,0.39,0.233,15,reviewed,ci,ci
2022-02-08T12:30:50.410Z,35.6788333,-117.496,11.05,1.62,ml,27,84,0.09616,0.14,ci,ci40179920,2022-02-08T17:32:53.240Z,"13km SW of Searles Valley, CA",earthquake,0.2,0.36,0.114,13,reviewed,ci,ci
2022-02-08T12:21:42.750Z,44.5746667,-110.3731667,3.28,1.01,md,13,94,0.02489,0.08,uu,uu60480937,2022-02-08T15:06:41.330Z,"51 km SSE of Mammoth, Wyoming",earthquake,0.27,0.57,0.366,10,reviewed,uu,uu
2022-02-08T12:12:25.330Z,35.6625,-117.5211667,5.99,1.43,ml,15,150,0.08977,0.16,ci,ci40179904,2022-02-08T14:43:03.888Z,"15km ENE of Ridgecrest, CA",earthquake,0.39,1.46,0.231,16,reviewed,ci,ci
2022-02-08T12:08:24.030Z,35.6568333,-117.5323333,6.47,1.2,ml,21,93,0.0905,0.1,ci,ci40179896,2022-02-08T17:13:25.080Z,"14km ENE of Ridgecrest, CA",earthquake,0.17,0.59,0.161,6,reviewed,ci,ci
2022-02-08T12:02:02.460Z,35.6633333,-117.5218333,6.78,1.03,ml,24,88,0.09076,0.19,ci,ci40179888,2022-02-08T17:07:48.599Z,"15km ENE of Ridgecrest, CA",earthquake,0.25,0.75,0.162,9,reviewed,ci,ci
2022-02-08T12:00:44.100Z,38.8334999,-122.8044968,1.91,1.44,md,29,33,0.01099,0.04,nc,nc73689991,2022-02-08T14:18:14.787Z,"7km W of Cobb, CA",earthquake,0.18,0.32,0.16,7,automatic,nc,nc
2022-02-08T11:59:26.725Z,-0.4019,-19.8761,10,6.2,mww,,41,9.283,0.74,us,us7000gj2g,2022-02-09T12:02:19.483Z,"central Mid-Atlantic Ridge",earthquake,8.2,1.8,0.061,26,reviewed,us,us
2022-02-08T11:54:58.329Z,36.85133333,-97.79383333,7.61,1.33,ml,60,95,0.05308958201,0.28,ok,ok2022csis,2022-02-08T13:39:43.479Z,"7 km NW of Medford, Oklahoma",earthquake,,0.6,0.22,27,reviewed,ok,ok
2022-02-08T11:43:55.350Z,44.5821667,-110.3726667,3.11,2.8,ml,24,69,0.03012,0.22,uu,uu60480922,2022-02-08T14:51:12.970Z,"50 km SSE of Mammoth, Wyoming",earthquake,0.36,0.85,0.311,2,reviewed,uu,uu
2022-02-08T11:43:51.080Z,35.6605,-117.5281667,3.8,1.03,ml,15,147,0.09133,0.15,ci,ci40179880,2022-02-08T14:44:33.609Z,"14km ENE of Ridgecrest, CA",earthquake,0.37,0.96,0.314,11,reviewed,ci,ci
2022-02-08T11:41:13.720Z,44.577,-110.3751667,2.9,1.47,md,15,69,0.02523,0.11,uu,uu60480917,2022-02-08T15:07:14.210Z,"51 km SSE of Mammoth, Wyoming",earthquake,0.25,0.66,0.353,12,reviewed,uu,uu
2022-02-08T11:41:07.600Z,36.0645,-117.6338333,2.28,1.02,ml,17,146,0.1135,0.09,ci,ci40179872,2022-02-08T17:02:19.387Z,"28km E of Coso Junction, CA",earthquake,0.17,0.3,0.174,6,reviewed,ci,ci
2022-02-08T11:38:27.790Z,44.5771667,-110.3768333,3.67,2.11,ml,19,66,0.02447,0.15,uu,uu60480912,2022-02-08T15:00:29.430Z,"51 km SSE of Mammoth, Wyoming",earthquake,0.28,0.56,0.419,2,reviewed,uu,uu
2022-02-08T11:27:34.790Z,35.659,-117.5268333,6.9,0.95,ml,21,147,0.08948,0.15,ci,ci40179864,2022-02-08T16:59:07.542Z,"14km ENE of Ridgecrest, CA",earthquake,0.26,0.68,0.34,8,reviewed,ci,ci
2022-02-08T11:02:21.039Z,63.2407,-149.289,75.2,2.8,ml,,,,0.66,ak,ak0221soiry4,2022-02-08T11:13:09.850Z,"23 km SW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-02-08T11:01:11.240Z,38.7104988,-122.7614975,4.31,1.15,md,16,224,0.003267,0.03,nc,nc73689976,2022-02-08T12:58:15.263Z,"7km S of The Geysers, CA",earthquake,0.82,1.04,0.06,5,automatic,nc,nc
2022-02-08T11:00:58.760Z,19.2268333435059,-155.397338867188,33.1500015258789,1.91999996,md,42,150,,0.140000001,hv,hv72908627,2022-02-08T11:04:09.020Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.67,0.800000012,1.39999998,6,automatic,hv,hv
2022-02-08T11:00:57.660Z,17.9816666666667,-66.8661666666667,19.62,2.61,md,10,153,,0.34,pr,pr71333538,2022-02-08T21:15:22.508Z,"2 km E of Maria Antonia, Puerto Rico",earthquake,1.81,1.17,0.085446563326514,5,reviewed,pr,pr
2022-02-08T10:56:40.710Z,17.9253333333333,-66.8545,18.08,2.68,md,16,187,,0.13,pr,pr71333533,2022-02-08T20:38:31.429Z,"6 km SSE of Maria Antonia, Puerto Rico",earthquake,0.41,0.6,0.291503334829846,12,reviewed,pr,pr
2022-02-08T10:33:07.747Z,60.3495,-151.931,82.4,1.9,ml,,,,0.77,ak,ak0221so3yja,2022-02-08T10:38:25.920Z,"32 km WNW of Clam Gulch, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-02-08T10:32:15.490Z,51.8713333333333,179.630833333333,14.2,1.66,ml,5,298,,0.25,av,av91049193,2022-02-09T02:01:24.410Z,"257 km W of Adak, Alaska",earthquake,1.66,1.19,0.231931061257596,5,reviewed,av,av
2022-02-08T10:04:34.270Z,51.854,179.585833333333,21.12,1.66,ml,4,315,,0.06,av,av91049188,2022-02-08T23:19:19.380Z,"260 km W of Adak, Alaska",earthquake,1.31,0.76,0.356685970775009,4,reviewed,av,av
2022-02-08T09:52:48.400Z,60.8027,-149.7938,41.2,1.7,ml,,,,0.45,ak,ak0221snmoo8,2022-02-08T09:56:01.536Z,"15 km SSW of Hope, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-02-08T09:52:03.479Z,84.3054,107.0936,10,4.7,mb,,42,12.979,0.36,us,us7000gj20,2022-02-08T10:23:12.040Z,"north of Severnaya Zemlya",earthquake,10.1,1.9,0.054,103,reviewed,us,us
2022-02-08T09:38:27.176Z,63.2371,-150.5545,76,1.9,ml,,,,1.49,ak,ak0221snjmtd,2022-02-08T09:51:50.960Z,"67 km ESE of Denali National Park, Alaska",earthquake,,1,,,automatic,ak,ak
2022-02-08T09:31:44.680Z,19.2498340606689,-155.434326171875,31.2399997711182,2.22,ml,33,114,,0.159999996,hv,hv72908572,2022-02-08T09:37:15.610Z,"6 km NE of Pāhala, Hawaii",earthquake,0.47,0.839999974,4.65,4,automatic,hv,hv
2022-02-08T09:27:25.420Z,19.1826667785645,-155.478500366211,35.6300010681152,1.94000006,md,35,149,,0.140000001,hv,hv72908567,2022-02-08T09:30:31.340Z,"2 km S of Pāhala, Hawaii",earthquake,0.62,0.730000019,0.639999986,3,automatic,hv,hv
2022-02-08T09:07:38.979Z,65.5814,-144.7329,0,2.1,ml,,,,1.09,ak,ak0221snd0vo,2022-02-08T09:19:07.241Z,"3 km ENE of Central, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-02-08T08:53:00.030Z,38.8400002,-122.822998,1.46,1.08,md,12,86,0.009855,0.02,nc,nc73689961,2022-02-08T09:35:21.081Z,"9km WNW of Cobb, CA",earthquake,0.28,0.57,0.14,2,automatic,nc,nc
2022-02-08T08:51:39.245Z,-53.2226,9.4065,10,5,mb,,141,19.284,0.45,us,us7000gj1q,2022-02-08T09:12:31.040Z,"southwest of Africa",earthquake,14.5,1.9,0.129,19,reviewed,us,us
2022-02-08T08:39:13.430Z,18.0178333333333,-66.9676666666667,8.08,1.27,md,5,121,,0.06,pr,pr71333523,2022-02-08T08:49:30.450Z,"3 km SW of Liborio Negron Torres, Puerto Rico",earthquake,0.37,0.97,0.147473758573403,4,reviewed,pr,pr
2022-02-08T08:22:22.209Z,-23.6855,-175.6636,10,5.2,mww,,96,5.91,1.12,us,us7000gj1n,2022-02-08T16:26:14.040Z,"270 km SSW of ‘Ohonua, Tonga",earthquake,9.6,1.8,0.098,10,reviewed,us,us
